Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,Year
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45.0,300,1350.0,837.0,Online,2020-01-01,2020-01-01
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51.0,300,1530.0,643.0,Online,2020-05-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52.0,300,1560.0,874.0,Online,2020-04-01,2020-01-01
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60.0,299,1794.0,1076.0,Online,2020-04-01,2020-01-01
West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60.0,299,1794.0,1076.0,Online,2020-09-01,2020-01-01
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,42.0,298,1252.0,713.0,Outlet,2020-09-01,2020-01-01
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,38.0,298,1132.0,430.0,Outlet,2020-10-01,2020-01-01
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,60.0,298,1788.0,751.0,Outlet,2021-07-01,2021-01-01
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,39.0,297,1158.0,533.0,Online,2020-09-01,2020-01-01
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,38.0,297,1129.0,429.0,Outlet,2020-03-01,2020-01-01
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,36.0,297,1069.0,470.0,Outlet,2021-04-01,2021-01-01
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,68.0,297,2020.0,747.0,Outlet,2021-07-01,2021-01-01
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,37.0,296,1095.0,383.0,Outlet,2020-02-01,2020-01-01
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,37.0,296,1095.0,449.0,Outlet,2020-03-01,2020-01-01
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,295,7375.0,2581.0,In-store,2021-11-01,2021-01-01
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295,1033.0,434.0,Outlet,2020-03-01,2020-01-01
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,32.0,295,944.0,538.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,28.0,295,826.0,339.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,29.0,295,856.0,342.0,Outlet,2020-08-01,2020-01-01
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60.0,294,1764.0,882.0,Online,2021-07-01,2021-01-01
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43.0,294,1264.0,531.0,Outlet,2020-04-01,2020-01-01
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,47.0,293,1377.0,868.0,Online,2020-08-01,2020-01-01
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293,1494.0,598.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.0,290,1392.0,529.0,Online,2020-01-01,2020-01-01
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.0,290,1711.0,616.0,Online,2020-03-01,2020-01-01
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290,1798.0,665.0,Online,2020-04-01,2020-01-01
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,68.0,290,1972.0,749.0,Online,2020-04-01,2020-01-01
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,68.0,290,1972.0,690.0,Online,2020-07-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290,1595.0,941.0,Online,2020-04-01,2020-01-01
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67.0,290,1943.0,1166.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,43.0,289,1243.0,398.0,Outlet,2020-01-01,2020-01-01
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31.0,289,896.0,331.0,Outlet,2020-02-01,2020-01-01
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33.0,289,954.0,381.0,Outlet,2020-02-01,2020-01-01
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,51.0,289,1474.0,472.0,Outlet,2020-04-01,2020-01-01
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23.0,289,665.0,279.0,Outlet,2020-07-01,2020-01-01
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,44.0,289,1272.0,725.0,Outlet,2020-10-01,2020-01-01
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,28.0,289,809.0,340.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36.0,289,1040.0,343.0,Outlet,2021-01-01,2021-01-01
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38.0,289,1098.0,505.0,Outlet,2021-05-01,2021-01-01
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289,1358.0,625.0,Outlet,2021-07-01,2021-01-01
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,36.0,288,1037.0,435.0,Outlet,2020-02-01,2020-01-01
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,45.0,288,1296.0,441.0,Outlet,2020-03-01,2020-01-01
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42.0,288,1210.0,339.0,Outlet,2021-05-01,2021-01-01
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288,1037.0,487.0,Outlet,2021-02-01,2021-01-01
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,287,1464.0,849.0,Online,2021-09-01,2021-01-01
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,30.0,287,861.0,362.0,Outlet,2020-08-01,2020-01-01
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40.0,287,1148.0,402.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42.0,287,1205.0,205.0,Outlet,2021-01-01,2021-01-01
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.0,286,1745.0,698.0,Online,2020-03-01,2020-01-01
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.0,285,1539.0,723.0,Online,2020-05-01,2020-01-01
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285,1254.0,602.0,Online,2020-10-01,2020-01-01
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,1311.0,787.0,Online,2021-04-01,2021-01-01
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,32.0,285,912.0,383.0,Outlet,2020-08-01,2020-01-01
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,30.0,285,855.0,402.0,Outlet,2021-04-01,2021-01-01
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,1505.0,828.0,Online,2020-09-01,2020-01-01
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283,934.0,532.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282,1354.0,744.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281,1012.0,374.0,Outlet,2020-01-01,2020-01-01
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281,1236.0,445.0,Outlet,2020-02-01,2020-01-01
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281,955.0,373.0,Outlet,2020-10-01,2020-01-01
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281,1180.0,531.0,Outlet,2021-01-01,2021-01-01
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281,1293.0,608.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,843.0,447.0,Outlet,2021-01-01,2021-01-01
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280,1652.0,661.0,Online,2020-04-01,2020-01-01
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280,1316.0,461.0,Outlet,2020-02-01,2020-01-01
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280,1316.0,474.0,Outlet,2020-05-01,2020-01-01
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280,1092.0,197.0,Outlet,2021-01-01,2021-01-01
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280,1120.0,459.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280,1176.0,647.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280,1008.0,645.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280,1316.0,921.0,Outlet,2021-09-01,2021-01-01
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,1624.0,585.0,Outlet,2021-12-01,2021-01-01
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279,1200.0,396.0,Outlet,2020-04-01,2020-01-01
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279,1339.0,496.0,Outlet,2020-05-01,2020-01-01
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278,1279.0,614.0,Online,2020-03-01,2020-01-01
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,1557.0,950.0,Online,2020-09-01,2020-01-01
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278,1612.0,984.0,Online,2021-08-01,2021-01-01
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278,1390.0,792.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278,1279.0,435.0,Outlet,2020-03-01,2020-01-01
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278,1307.0,287.0,Outlet,2021-01-01,2021-01-01
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,36.0,278,1001.0,530.0,Outlet,2021-09-01,2021-01-01
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,34.0,278,945.0,397.0,Outlet,2021-07-01,2021-01-01
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277,1551.0,698.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276,994.0,467.0,Online,2020-01-01,2020-01-01
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276,1021.0,643.0,Online,2020-08-01,2020-01-01
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276,773.0,417.0,Online,2021-03-01,2021-01-01
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,25.0,275,6875.0,2750.0,Outlet,2021-08-01,2021-01-01
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,6875.0,2750.0,In-store,2021-01-01,2021-01-01
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275,8250.0,2888.0,In-store,2021-04-01,2021-01-01
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275,5500.0,1925.0,In-store,2021-04-01,2021-01-01
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275,4125.0,1650.0,In-store,2021-09-01,2021-01-01
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275,6875.0,2406.0,In-store,2021-09-01,2021-01-01
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275,6875.0,2750.0,In-store,2021-05-01,2021-01-01
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275,5500.0,2200.0,In-store,2021-10-01,2021-01-01
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275,8250.0,2888.0,In-store,2021-10-01,2021-01-01
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275,5500.0,2200.0,Online,2021-03-01,2021-01-01
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275,5500.0,2200.0,Online,2021-10-01,2021-01-01
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275,8250.0,2888.0,Online,2021-10-01,2021-01-01
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275,6875.0,2406.0,Online,2021-02-01,2021-01-01
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275,2750.0,1100.0,Online,2021-03-01,2021-01-01
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275,6875.0,2750.0,Online,2021-03-01,2021-01-01
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275,4125.0,1650.0,Online,2021-09-01,2021-01-01
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275,4125.0,1444.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275,8250.0,2475.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275,6875.0,2063.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,6875.0,2750.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250.0,2888.0,In-store,2021-06-01,2021-01-01
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250.0,2888.0,In-store,2021-09-01,2021-01-01
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275,4125.0,1444.0,In-store,2021-03-01,2021-01-01
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275,6875.0,2750.0,In-store,2021-03-01,2021-01-01
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275,8250.0,3300.0,In-store,2021-09-01,2021-01-01
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275,8250.0,3300.0,In-store,2021-03-01,2021-01-01
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275,8250.0,3300.0,In-store,2021-02-01,2021-01-01
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275,8250.0,3300.0,In-store,2021-03-01,2021-01-01
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275,6875.0,2750.0,In-store,2021-01-01,2021-01-01
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,1447.0,622.0,Online,2020-04-01,2020-01-01
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273,1529.0,764.0,Online,2021-01-01,2021-01-01
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273,1693.0,779.0,Online,2021-01-01,2021-01-01
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273,1583.0,428.0,Online,2021-02-01,2021-01-01
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273,1256.0,691.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273,1201.0,661.0,Online,2020-08-01,2020-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273,1392.0,780.0,Online,2021-06-01,2021-01-01
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272,734.0,404.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272,843.0,329.0,Outlet,2020-09-01,2020-01-01
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272,979.0,382.0,Outlet,2020-11-01,2020-01-01
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37.0,272,1006.0,292.0,Outlet,2021-04-01,2021-01-01
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.0,272,1088.0,500.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.0,272,1278.0,729.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272,789.0,394.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,38.0,272,1034.0,641.0,Outlet,2021-04-01,2021-01-01
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272,1360.0,435.0,Outlet,2021-06-01,2021-01-01
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272,1632.0,441.0,Outlet,2021-08-01,2021-01-01
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272,816.0,416.0,Outlet,2021-01-01,2021-01-01
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272,1632.0,604.0,Outlet,2021-07-01,2021-01-01
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272,1822.0,729.0,Outlet,2021-08-01,2021-01-01
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272,1251.0,576.0,Outlet,2021-12-01,2021-01-01
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271,894.0,376.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271,1084.0,412.0,Outlet,2020-12-01,2020-01-01
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271,1084.0,325.0,Outlet,2021-02-01,2021-01-01
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,31.0,271,840.0,496.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271,1192.0,608.0,Outlet,2021-04-01,2021-01-01
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,40.0,271,1084.0,466.0,Outlet,2021-07-01,2021-01-01
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271,1057.0,444.0,Outlet,2021-07-01,2021-01-01
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.0,270,1458.0,598.0,Online,2020-03-01,2020-01-01
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.0,270,1458.0,656.0,Online,2020-04-01,2020-01-01
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,1350.0,594.0,Online,2020-04-01,2020-01-01
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270,1188.0,653.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,1512.0,907.0,Online,2020-09-01,2020-01-01
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270,2322.0,1231.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.0,270,1566.0,767.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,35.0,270,945.0,350.0,Outlet,2020-03-01,2020-01-01
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,41.0,270,1107.0,410.0,Outlet,2020-04-01,2020-01-01
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,20.0,270,540.0,211.0,Outlet,2020-07-01,2020-01-01
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,26.0,270,702.0,260.0,Outlet,2020-07-01,2020-01-01
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,39.0,270,1053.0,569.0,Outlet,2020-09-01,2020-01-01
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,34.0,270,918.0,349.0,Outlet,2020-10-01,2020-01-01
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44.0,270,1188.0,523.0,Outlet,2020-12-01,2020-01-01
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268,1260.0,592.0,Online,2020-04-01,2020-01-01
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.0,268,777.0,373.0,Online,2020-08-01,2020-01-01
